pl_name,pl_rade,pl_bmasse
"TOI-5422 b",9.10169233,8899.19539600
"WASP-79 b",17.14977000,270.15550000
"HAT-P-8 b",16.81000000,483.08000000
"Kepler-5 b",16.04000000,671.86400000
"HAT-P-22 b",12.10600000,682.35200000
"WASP-107 b",10.62613200,38.13960000
"WASP-80 b",10.65000000,174.80000000
"WASP-6 b",13.78707000,154.14755000
"WASP-121 b",19.64934317,367.72746690
"WASP-69 b",11.21000000,82.58000000
"WASP-74 b",17.48604000,300.03152000
"KELT-16 b",15.50202031,861.31498297
"WASP-87 b",15.52446500,692.86940000
"Kepler-6 b",13.10332100,201.18639000
"Kepler-6 b",14.83000000,212.61900000
"TrES-2 b",13.71981600,381.39600000
"TrES-2 b",13.71981600,385.20996000
"TrES-2 b",13.97762300,380.44251000
"TrES-2 b",13.67498000,380.76034000
"HATS-27 b",16.81350000,168.44990000
"HAT-P-33 b",20.73665000,292.40360000
"HD 209458 b",15.58051000,232.01590000
"WASP-24 b",15.46842000,394.10920000
"KELT-3 b",15.07600000,469.41500000
"WASP-17 b",22.31711900,154.46538000
"HD 209458 b",15.80469000,235.19420000
"WASP-97 b",12.67000000,419.52000000
"HD 149026 b",8.12700000,114.80000000
"WASP-17 b",19.50000000,156.00000000
"XO-4 b",14.01125000,451.31860000
"WASP-62 b",15.58051000,180.52744000
"WASP-75 b",14.23543000,341.03159000
"WASP-11 b",11.09691000,169.08556000
"HAT-P-34 b",13.41717300,1058.37390000
"HAT-P-34 b",15.13215000,2227.98830000
"HIP 9618 b",3.90000000,10.00000000
"XO-5 b",12.43078100,332.45018000
"Kepler-12 b",19.66058600,137.30256000
"WASP-61 b",13.89916000,651.55150000
"TrES-2 b",13.30508300,382.03166000
"TrES-2 b",13.69739800,380.76034000
"Kepler-5 b",13.56289000,648.37320000
"WASP-18 b",12.98002200,3270.47070000
"KELT-7 b",17.18339700,406.82240000
"KELT-2 A b",14.45961000,485.32641000
"HD 80606 b",11.99363000,1392.09540000
"KELT-11 b",15.13212395,65.15482343
"KELT-11 b",15.13215000,54.34893000
"GJ 436 b",4.22240000,23.16880000
"GJ 436 b",4.19104510,23.13802400
"GJ 436 b",4.09128500,23.42407100
"WASP-16 b",13.67498000,394.10920000
"WASP-17 b",21.18501000,162.09330000
"WASP-17 b",22.31711900,162.72896000
"WASP-24 b",14.57100000,340.38200000
"WASP-28 b",13.59651700,287.95398000
"WASP-28 b",13.59700000,288.26000000
"HAT-P-16 b",14.44840100,1341.56043000
"WASP-36 b",14.35872900,726.55938000
"WASP-36 b",14.35900000,731.93200000
"HAT-P-18 b",10.61492300,62.29468000
"KOI-13 b",16.94800800,2949.46240000
"HAT-P-2 b",12.30000000,2828.60000000
"HAT-P-2 b",11.00723800,2873.18320000
"HD 149026 b",6.83749000,113.14748000
"TOI-7510 b",7.31000000,18.10000000
"WASP-34 b",11.20900000,177.98480000
"WASP-43 b",11.61252400,651.55150000
"HD 80606 b",11.24262700,1308.18828000
"TrES-4 b",20.16500000,292.07300000
"WASP-13 b",13.67498000,114.41880000
"TrES-3 b",14.70620800,615.95454000
"WASP-4 b",15.36753900,409.68287000
"WASP-99 b",11.43318000,772.32690000
"CoRoT-2 b",15.84952600,1052.01730000
"WASP-17 b",20.96083000,247.90740000
"TrES-3 b",14.68379000,603.55917000
"WASP-32 b",12.32990000,1109.22670000
"TrES-3 b",14.51565500,610.23360000
"XO-3 b",13.64135300,3718.61100000
"CoRoT-2 b",16.43200000,1102.82000000
"WASP-4 b",14.90797000,386.48128000
"WASP-4 b",14.80708900,376.94638000
"WASP-5 b",13.04727600,497.40395000
"WASP-5 b",12.77826000,494.22565000
"TrES-3 b",14.79600000,607.03000000
"TrES-5 b",13.55168100,568.91570000
"WASP-19 b",15.53600000,371.21000000
"WASP-4 b",15.28907600,396.96967000
"WASP-50 b",12.92400000,466.55500000
"WASP-6 b",12.54284940,148.42586607
"XO-2 N b",11.13053700,179.89178000
"WASP-79 b",17.14974047,270.15414595
"WASP-63 b",16.02900000,120.77000000
"WASP-67 b",12.89035000,136.66690000
"WASP-77 A b",13.50000000,572.10000000
"WASP-77 A b",13.56000000,559.36000000
"WASP-65 b",12.46440800,489.45820000
"WASP-96 b",13.45000000,152.55000000
"Kepler-93 b",1.47800000,4.02000000
"WASP-69 b",12.44199000,92.17070000
"KELT-11 b",15.35633000,61.97685000
"Ross 176 b",1.84000000,4.57000000
"TrES-2 b",13.67498000,380.76034000
"TOI-1811 b",11.14172682,308.92921160
"WASP-18 b",13.03606700,3299.07540000
"KELT-2 A b",15.13215000,540.31100000
"HD 209458 b",14.24000000,200.22000000
"GJ 1132 b",1.19151465,1.83704819
"GJ 1132 b",1.11000000,1.74000000
"GJ 1132 b",1.13000000,1.66000000
"TrES-1 b",11.96000000,238.99800000
"WASP-70 A b",13.04727600,189.74451000
"HD 17156 b",11.93758500,1036.76146000
"K2-114 b",10.59248676,638.83509807
"TOI-2876 b",9.63972340,54.03082919
"HATS-10 b",10.86152100,185.93055000
"TOI-561 b",1.45661206,3.00000000
"Kepler-18 c",5.22000000,18.40000000
"K2-32 b",5.03800000,16.30000000
"TOI-172 b",10.81668500,1722.63860000
"HIP 8152 c",2.48000000,9.40000000
"HIP 8152 c",2.52442508,10.70000000
"WASP-76 b",20.78145022,284.13859586
"K2-138 e",3.39000000,12.97000000
"K2-266 b",3.30000000,11.26782377
"HATS-12 b",15.51325600,759.61370000
"K2-39 b",8.20000000,50.30000000
"Kepler-424 b",9.98000000,327.35000000
"TOI-561 c",2.90000000,7.00000000
"HATS-50 b",12.66617000,123.95370000
"NGTS-30 b",10.40193409,305.11527072
"K2-32 b",5.13000000,16.50000000
"HIP 41378 c",2.72700000,4.40000000
"WASP-57 b",11.76945000,204.36469000
"TOI-3523 A b",15.97279750,435.42491759
"NGTS-6 b",14.86313400,425.57437000
"GJ 1252 b",1.18000000,1.32000000
"TOI-3629 b",8.29464572,77.23230290
"WASP-12 b",19.39157000,444.96200000
"WASP-12 b",21.29710000,467.21010000
"WASP-19 b",15.63655500,354.06262000
"WASP-45 b",13.00244000,318.78349000
"TrES-5 b",13.48442700,573.36532000
"K2-79 b",4.09000000,9.20000000
"K2-222 b",2.35000000,8.70000000
"TOI-1468 c",2.06400000,6.64000000
"Kepler-1710 b",2.58700000,3.49494179
"WASP-148 b",8.09289800,92.48853000
"Kepler-68 b",2.30900000,8.44050669
"TOI-1937 A b",13.97759893,638.83509807
"KOI-94 d",10.10000000,58.40000000
"TOI-1107 b",14.57167491,1064.72516345
"CoRoT-20 b",11.20900000,1315.81620000
"WASP-82 b",19.17000000,397.27000000
"HD 28109 c",4.13000000,9.20000000
"WASP-56 b",12.24022800,190.38017000
"TOI-1259 A b",11.45557828,140.16232749
"TOI-2196 b",3.51000000,26.00000000
"HAT-P-56 b",16.43239400,692.86940000
"TOI-1180 b",3.03617429,10.00000000
"CoRoT-12 b",16.14096000,290.81445000
"HATS-34 b",16.02887000,299.07803000
"WASP-162 b",11.20900000,1652.71600000
"WASP-66 b",15.58051000,737.36560000
"WASP-71 b",15.13212395,680.15279098
"Kepler-8 b",15.90600000,191.64300000
"OGLE2-TR-L9 b",18.04600000,1430.17500000
"TOI-2236 b",14.36991326,502.16888306
"TOI-2000 c",8.14000000,81.70000000
"K2-97 b",13.45077684,174.48779544
"Kepler-102 e",2.17000000,4.70000000
"NGTS-14 A b",4.97679600,29.24036000
"KPS-1 b",11.54527000,346.43470000
"Kepler-1513 b",8.59400000,48.30991786
"HD 219666 b",4.89800000,17.60000000
"HD 25463 c",1.50000000,4.10000000
"TOI-1411 b",1.19880592,2.00000000
"WASP-154 b",10.76062147,198.96058278
"HAT-P-56 b",16.43239400,603.87700000
"Kepler-49 c",2.99000000,8.30000000
"CoRoT-8 b",6.93837100,69.28694000
"Kepler-11 e",3.98000000,7.00000000
"Kepler-406 b",1.43000000,6.35000000
"Kepler-50 b",1.54200000,4.02572362
"Kepler-33 f",4.15000000,25.20000000
"OGLE-TR-111 b",11.26504500,168.44990000
"Kepler-60 c",2.04900000,3.84000000
"K2-22 b",2.50000000,444.96200000
"K2-12 b",2.44000000,5.20000000
"EPIC 249893012 b",1.95000000,8.75000000
"CoRoT-9 b",11.62373300,262.52758000
"Kepler-60 d",1.99000000,4.16000000
"Kepler-24 b",2.40000000,508.50000000
"Kepler-11 e",4.52000000,8.40000000
"NGTS-25 b",11.46678726,203.09235207
"Kepler-113 b",1.82000000,11.70000000
"Kepler-51 b",7.10000000,2.10000000
"CoRoT-27 b",11.28746300,3273.64900000
"Kepler-51 d",9.70000000,7.60000000
"Kepler-305 d",2.70000000,9.10000000
"Kepler-48 c",3.14000000,13.60000000
"Kepler-339 d",1.18000000,14.70000000
"Kepler-97 b",1.62300000,3.40678037
"Kepler-106 b",0.82000000,5.30000000
"CoRoT-6 b",13.06800000,940.74000000
"Kepler-52 b",2.52000000,79.60000000
"Kepler-203 c",2.09000000,749.90000000
"K2-229 b",1.26000000,2.55000000
"KOI-351 g",8.07048000,254.26400000
"Kepler-109 b",2.37000000,7.30000000
"Kepler-36 c",3.69200000,9.61000000
"Kepler-33 e",3.74000000,12.80000000
"Kepler-23 c",3.20000000,858.10000000
"CoRoT-24 b",3.70000000,5.70000000
"Kepler-11 c",3.15000000,13.50000000
"Kepler-20 f",1.03000000,14.30000000
"K2-38 b",1.54000000,7.30000000
"Kepler-60 c",1.90000000,3.85000000
"WASP-157 b",11.93758500,182.43442000
"K2-36 c",2.41000000,26.00000000
"Kepler-11 f",2.49000000,2.00000000
"Kepler-138 c",1.67000000,5.20000000
"Kepler-1705 b",2.03000000,4.47000000
"CoRoT-7 b",1.86069400,6.99226000
"Kepler-21 b",1.63900000,5.08000000
"Kepler-28 b",2.93000000,8.80000000
"Kepler-595 c",1.00900000,3.30000000
"Kepler-1647 b",11.87390000,483.00000000
"K2-107 b",16.14096000,266.97720000
"Kepler-323 b",1.67000000,684.40000000
"Kepler-79 e",3.49000000,4.10000000
"POTS-1 b",10.54800000,734.16000000
"Kepler-215 d",2.34000000,23.60000000
"Kepler-11 c",2.87000000,2.90000000
"Kepler-226 c",2.29000000,45.20000000
"Kepler-31 c",5.30000000,1493.70000000
"Kepler-100 d",1.53600000,1.77308400
"Kepler-98 b",1.99000000,3.55000000
"Kepler-305 d",2.76000000,6.20000000
"K2-36 b",1.43000000,3.90000000
"K2-111 b",1.82000000,5.29000000
"Kepler-51 d",9.46000000,5.70000000
"Kepler-595 b",3.70800000,17.40000000
"Kepler-47 b",3.03000000,636.00000000
"Kepler-56 b",6.51000000,236.20000000
"Kepler-79 e",3.41400000,6.30000000
"Kepler-444 e",0.50000000,0.10000000
"OGLE-TR-111 b",11.20900000,168.44990000
"K2-111 b",1.82000000,5.58000000
"Kepler-223 d",3.80000000,5.90000000
"Kepler-39 b",13.89916000,6388.38300000
"K2-38 b",1.90553000,19.06980000
"Kepler-105 c",1.31000000,4.60000000
"K2-229 b",1.16400000,2.59000000
"PH2 b",9.33708092,87.08498352
"Kepler-128 c",1.34000000,0.90000000
"SWEEPS-11 b",12.66600000,3082.82000000
"Kepler-279 c",5.50000000,7.40000000
"Kepler-29 b",3.35000000,4.51000000
"HD 100546 b",77.34210000,2701.54145950
"Kepler-1972 b",0.80200000,2.02000000
"Kepler-277 c",3.36000000,64.20000000
"KOI-142 b",3.43800000,9.50000000
"CoRoT-35 b",18.83108758,349.61124770
"XO-5 b",12.89035000,365.50450000
"Kepler-20 b",1.86800000,9.70000000
"GJ 9827 c",1.20100000,1.92000000
"Ross 458 c",14.01125000,1906.98000000
"Kepler-138 d",1.21200000,0.64000000
"OGLE-TR-56 b",14.57170000,410.00070000
"Kepler-297 c",7.39000000,42.10000000
"Kepler-39 b",13.90000000,6388.10000000
"Kepler-244 d",2.32000000,15.20000000
"Kepler-128 c",1.13000000,33.30000000
"K2-38 c",2.18000000,7.70000000
"SWEEPS-4 b",9.07900000,1207.70000000
"Kepler-36 c",3.67900000,8.08000000
"Kepler-51 b",6.83000000,3.50000000
"G 9-40 b",1.90000000,4.00000000
"K2-31 b",11.88154000,563.83042000
"Kepler-279 d",4.30000000,4.50000000
"Kepler-114 d",2.53000000,3.90000000
"Kepler-131 c",0.84000000,8.25000000
"KELT-21 b",17.77747400,1242.71530000
"WASP-44 b",11.23139866,276.19288568
"XO-7 b",15.35630356,225.65816897
"TOI-5786 b",8.54000000,73.00000000
"Kepler-15 b",10.76064000,201.18639000
"TIC 172900988 b",11.27000000,981.30000000
"Kepler-80 e",1.30000000,2.10000000
"Kepler-58 b",2.66000000,34.90000000
"WASP-151 b",13.30506009,100.43377661
"HAT-P-21 b",12.44199000,1547.83210000
"LHS 1140 b",1.63500000,6.38000000
"Kepler-114 c",1.60000000,2.80000000
"K2-85 b",1.40000000,3.20000000
"Kepler-62 b",1.31000000,9.00000000
"BD+20 594 b",2.57807000,22.24810000
"Kepler-211 c",2.45000000,18.30000000
"Kepler-54 b",1.85600000,3.09000000
"Kepler-138 c",1.75000000,1.60000000
"CoRoT-27 b",11.28700000,3302.11000000
"K2-36 c",3.20000000,7.80000000
"Kepler-79 d",7.16000000,6.00000000
"Kepler-33 e",3.53000000,5.57000000
"K2-38 c",2.42000000,9.90000000
"Kepler-26 c",2.50000000,6.10000000
"Kepler-432 b",12.55400000,1547.77000000
"Kepler-30 c",13.10000000,527.70000000
"EPIC 220674823 c",2.77000000,5.70000000
"Kepler-79 c",3.72000000,5.90000000
"Kepler-409 b",0.98100000,1.38461937
"Kepler-177 c",8.73000000,14.70000000
"WASP-44 b",10.98482000,275.55861000
"TOI-1444 b",1.41792246,3.58000000
"K2-115 b",11.80305668,321.00669107
"WASP-25 b",13.67498000,182.43442000
"Kepler-30 d",10.60000000,5403.11000000
"K2-24 b",5.40000000,19.00000000
"HAT-P-14 b",13.45080000,724.65240000
"Kepler-40 b",16.14096000,657.90810000
"HR 8799 b",13.00000000,2000.00000000
"HAT-P-14 b",13.66377100,721.79193000
"HAT-P-14 b",15.91678000,1093.33520000
"HR 8799 e",13.11453000,3178.30000000
"HAT-P-14 b",12.80067800,709.39656000
"Kepler-47 b",3.05000000,2.07000000
"Kepler-9 c",8.30000000,29.90000000
"Kepler-307 b",2.43000000,7.44000000
"K2-66 b",2.75000000,16.00000000
"Kepler-51 c",9.31000000,9.70000000
"Kepler-553 c",11.57887706,2129.45032690
"CoRoT-9 b",11.77000000,266.97000000
"Kepler-20 d",2.75000000,20.10000000
"Kepler-60 c",2.38000000,17.20000000
"Kepler-33 d",4.60000000,4.10000000
"Kepler-454 b",2.37000000,6.84000000
"Kepler-276 c",2.90000000,16.60000000
"Kepler-282 e",3.10000000,56.20000000
"Kepler-422 b",12.89035000,155.73670000
"WTS-1 b",16.70000000,1274.44000000
"Kepler-406 c",0.85000000,2.71000000
"TOI-1181 b",16.19663940,377.00000000
"Kepler-177 c",7.10000000,7.50000000
"OGLE-TR-56 b",19.43640600,448.14030000
"Kepler-129 c",2.52000000,43.00000000
"K2-157 b",0.93500000,1.14000000
"HAT-P-24 b",13.92200000,217.70400000
"K2-131 b",1.81000000,6.50000000
"Kepler-238 f",2.00000000,13.50000000
"HAT-P-66 b",17.82231000,248.86089000
"K2-233 c",1.28100000,12.81000000
"TOI-519 b",11.54525012,147.15455244
"HAT-P-9 b",15.61413700,238.05467000
"HD 143811 AB b",15.69257298,1938.75328270
"KOI-142 b",3.79600000,11.35680150
"Kepler-7 b",18.48364100,143.97699000
"LTT 1445 A b",1.34000000,2.73000000
"Kepler-92 c",2.45200000,12.70107412
"K2-99 b",14.45961000,308.29510000
"Kepler-57 b",2.19000000,115.00000000
"Kepler-122 f",1.75000000,36.00000000
"Kepler-10 b",1.48900000,3.65783839
"K2-38 b",1.55000000,12.00000000
"Kepler-103 c",5.45000000,38.00000000
"Kepler-278 c",3.26800000,34.90000000
"Kepler-103 b",3.25700000,13.90206827
"LTT 3780 c",2.33000000,7.02000000
"PDS 70 b",14.57170000,2542.64000000
"PDS 70 b",30.48848000,953.49000000
"PDS 70 c",22.86636000,635.66000000
"TYC 8998-760-1 c",12.32990000,1906.98000000
"TIC 393818343 b",12.18416202,1379.37528638
"2MASS J12073346-3932539 b",15.69257298,1652.70771640
"TOI-451 b",1.84000000,4.70000000
"TOI-451 c",2.93000000,3.70000000
"TOI-451 d",3.93000000,10.20000000
"PDS 70 b",21.96960217,1017.05090240
"PDS 70 c",22.19378179,2383.71305250
"TOI-4515 b",12.17000000,637.00000000
"K2-132 b",12.20660100,157.32585000
"TOI-784 b",1.93000000,9.67000000
"Kepler-81 b",2.80000000,17.20000000
"GJ 414 A c",8.40000000,53.83000000
"ZTF J1828+2308 b",11.13051784,6356.56814000
"Kepler-427 b",13.78707000,92.80636000
"Kepler-276 d",2.74000000,18.40000000
"Kepler-1661 b",3.87000000,17.00000000
"Kepler-203 d",1.22000000,33.90000000
"K2-73 b",2.58000000,9.20000000
"Kepler-48 c",2.56000000,11.09227817
"GJ 414 A b",2.63000000,7.60000000
"Kepler-350 c",2.53000000,7.20000000
"Kepler-78 b",1.17300000,1.86000000
"Kepler-79 e",2.90000000,3.40000000
"CoRoT-3 b",11.62373300,6979.54680000
"Kepler-643 b",12.77826000,321.00830000
"Kepler-49 b",2.57900000,9.77000000
"K2-263 b",2.41000000,14.90000000
"Kepler-29 b",3.60000000,127.10000000
"Kepler-103 c",5.45390000,58.47000000
"Kepler-107 e",2.90300000,8.60000000
"CoRoT-14 b",12.22000000,2415.40000000
"Kepler-4 b",4.00200000,24.47200000
"TOI-561 c",2.91000000,6.60000000
"WASP-129 b",10.42437000,317.83000000
"TOI-2025 b",11.89272852,1144.18226520
"Kepler-10 c",2.22700000,20.00000000
"TOI-5344 b",9.70000000,135.00000000
"HD 152843 b",3.41000000,11.56000000
"HD 73583 b",2.84000000,15.90000000
"TOI-1416 b",1.62000000,3.48000000
"TOI-4465 b",14.01122587,1872.00931723
"TOI-1842 b",12.34850230,89.40000000
"Kepler-43 b",13.00244000,997.98620000
"WASP-148 b",8.07046610,92.17023803
"TOI-333 b",4.26000000,20.10000000
"TOI-669 b",2.60000000,9.80000000
"TOI-5817 b",3.08000000,10.30000000
"Kepler-425 b",10.96240200,71.82958000
"Kepler-129 b",2.40000000,20.00000000
"KELT-15 b",16.17458700,289.22530000
"K2-32 d",3.43000000,10.30000000
"Kepler-289 c",11.54527000,133.48860000
"Kepler-10 b",1.48900000,3.57000000
"Kepler-423 b",13.45000000,228.83000000
"NGTS-11 b",9.15775300,109.33352000
"TOI-421 b",2.64000000,6.70000000
"TOI-1670 c",11.06326395,200.23189641
"CoRoT-11 b",15.58051000,791.39670000
"K2-3 d",1.62000000,1.60000000
"WASP-42 b",12.57649800,167.49641000
"TOI-286 c",1.88000000,3.72000000
"TOI-1260 c",2.82000000,11.80000000
"HATS-75 b",9.90873894,156.05374784
"TOI-2046 b",16.14093221,731.00533610
"HD 35843 c",2.54000000,11.32000000
"K2-105 b",3.59000000,30.00000000
"HAT-P-50 b",14.43719200,429.07050000
"Kepler-167 e",10.16000000,321.00669107
"WASP-92 b",16.37634900,255.85315000
"TOI-5301 b",13.09208946,1182.32167404
"TOI-5350 b",12.41955062,2094.48920213
"Kepler-37 d",2.00000000,62.50000000
"TOI-125 d",2.93000000,13.60000000
"WASP-108 b",14.39233122,283.50293904
"TOI-1749 c",2.12000000,14.00000000
"NGTS-33 b",18.38272835,1153.71711741
"K2-261 b",10.32000000,56.00000000
"LHS 1678 c",0.98200000,1.40000000
"K2-34 b",15.43479300,539.67534000
"TOI-2005 b",11.99360935,2034.10180480
"TOI-3819 b",13.13692538,352.78953177
"HATS-14 b",11.64615100,340.39593000
"TOI-2374 b",6.81000000,56.64000000
"K2-182 b",2.69000000,20.00000000
"HD 219666 b",4.71000000,16.60000000
"HD 89345 b",6.86000000,35.70000000
"LTT 3780 c",2.39000000,8.04000000
"TOI-3976 A b",12.27383387,55.61997123
"HD 213885 b",1.74500000,8.83000000
"WASP-25 b",13.97762300,190.06234000
"K2-238 b",14.57170000,273.33380000
"TOI-3493 b",3.22000000,8.97000000
"TOI-4961 b",12.34108775,572.09113260
"TOI-2416 b",9.86390302,953.48522100
"TOI-1288 b",5.24000000,42.00000000
"HD 93963 A b",1.35000000,7.80000000
"HAT-P-36 b",14.31389300,587.41340600
"K2-32 d",3.75000000,35.00000000
"WASP-132 b",9.75183000,130.31030000
"OGLE2-TR-L9 b",18.30429700,1398.45200000
"TOI-2338 b",11.20898070,1900.61387386
"WASP-147 b",12.49803500,87.40325000
"TOI-3593 b",11.02963701,565.73456446
"LHS 1140 c",1.16900000,1.76000000
"HATS-4 b",11.43300000,420.47100000
"K2-34 b",15.13215000,559.38080000
"TOI-3682 b",12.80065596,69.28659273
"TOI-406 c",1.32000000,2.08000000
"OGLE-TR-113 b",12.25143700,432.24880000
"Kepler-411 b",2.40100000,25.60000000
"BD-14 3065 b",21.59000000,3932.00000000
"Kepler-435 b",22.31000000,266.97000000
"HIP 9618 b",3.82838127,8.30000000
"TOI-1136 f",3.73591482,32.00000000
"Kepler-43 b",12.55000000,962.98000000
"TOI-1472 c",3.33400000,21.13000000
"K2-19 d",1.14000000,14.00000000
"KELT-18 b",17.59813000,375.03940000
"HATS-51 b",15.80469000,244.09344000
"Kepler-359 d",4.60000000,2.70000000
"Kepler-109 c",2.52000000,21.80000000
"WASP-83 b",11.65736000,95.34900000
"TOI-150.01",15.46842000,556.20250000
"EPIC 211945201 b",6.12000000,27.00000000
"TOI-561 e",2.51700000,12.40000000
"K2-97 b",14.68379000,152.55840000
"K2-27 b",4.48000000,30.90000000
"CoRoT-18 b",12.84551400,1048.83900000
"HD 1397 b",11.50043400,131.89945000
"KELT-10 b",15.68139100,215.80657000
"Kepler-46 b",9.07929000,281.27955000
"Kepler-68 b",2.33000000,5.97000000
"CoRoT-20 b",9.41556000,1344.42090000
"OGLE-TR-113 b",12.19539200,390.93090000
"HAT-P-31 b",11.99363000,682.38101000
"TOI-2458 b",2.83000000,13.31000000
"TOI-1266 c",2.13000000,2.88000000
"HAT-P-24 b",14.57170000,238.37250000
"WASP-88 b",19.05500000,177.98000000
"K2-3 c",1.64400000,2.10000000
"TOI-3321 b",15.55806521,176.07693748
"Kepler-93 b",1.47800000,3.80000000
"HD 77946 b",2.89646124,10.90000000
"GJ 9827 d",2.02200000,3.53000000
"Kepler-35 b",8.16000000,40.36300000
"K2-99 b",11.88151954,276.51071409
"Kepler-36 b",1.48600000,4.45000000
"TOI-1448 b",2.74900000,19.50000000
"HATS-67 b",18.88716500,460.85350000
"HD 28109 d",3.11000000,5.80000000
"TOI-6692 b",11.67975789,197.05361234
"TIC 237913194 b",12.52045300,617.22586000
"K2-182 b",2.71257333,20.97667486
"TOI-1268 b",9.10000000,96.40000000
"K2-114 b",10.44677001,638.83509807
"Kepler-7 b",17.95681800,135.07775000
"Kepler-25 c",4.50000000,14.30000000
"GJ 1252 b",1.19300000,1.32000000
"TOI-5005 b",6.25000000,32.70000000
"LHS 1140 c",1.27200000,1.91000000
"HATS-7 b",6.31066700,38.13960000
"XO-7 b",15.38995700,225.34147000
"TOI-1444 b",1.42000000,3.34000000
"TOI-1184 b",2.40974309,6.80000000
"GJ 486 b",1.30500000,2.82000000
"WASP-187 b",18.38276000,254.26400000
"GJ 357 b",1.21700000,1.84000000
"WASP-54 b",18.52847700,192.60498000
"TOI-4582 b",10.53644186,168.44905571
"TOI-2803 A b",18.11371281,309.88269682
"K2-110 b",2.59200000,15.90000000
"Kepler-40 b",14.23543000,673.79960000
"WASP-119 b",15.69260000,390.93090000
"Kepler-102 d",1.15400000,3.00000000
"KELT-19 A b",21.40919000,1293.56810000
"K2-285 c",3.53000000,15.68000000
"Kepler-7 b",16.56700000,137.61500000
"Kepler-1656 b",5.02000000,48.60000000
"Kepler-37 c",0.75500000,1.30000000
"Kepler-396 b",3.50000000,75.50000000
"TOI-3862 b",5.53000000,53.70000000
"TOI-1080 b",1.20000000,10.70000000
"V2376 Ori b",87.20586985,6356.56814000
"K2-138 c",2.29900000,6.31000000
"HATS-47 b",12.52045300,117.27927000
"HD 17156 b",12.27400000,1014.15300000
"Kepler-43 b",13.66377100,1026.59090000
"HATS-39 b",17.59813000,200.23290000
"LTT 3780 b",1.33200000,2.62000000
"TOI-1431 b",16.70138124,991.62462984
"HIP 97166 b",2.48013380,19.10000000
"K2-141 b",1.49300000,5.16000000
"TOI-561 e",2.55000000,12.60000000
"GJ 3090 b",2.18000000,4.52000000
"TOI-5322 b",16.61170940,184.02264765
"TOI-2587 A b",12.07207221,69.28659273
"HD 118203 b",12.77823800,680.15279098
"WASP-167 b",17.71022000,2542.64000000
"TOI-3540 A b",23.53885947,375.03752026
"WASP-90 b",18.27067000,200.23290000
"GPX-1 b",16.47720163,6261.21961790
"HATS-41 b",14.90797000,3082.95100000
"Kepler-65 d",1.78000000,4.24829257
"Kepler-102 f",0.86100000,4.30000000
"K2-266 e",2.73000000,14.30000000
"TOI-1260 c",2.76000000,13.20000000
"CoRoT-13 b",9.92000000,415.70400000
"HAT-P-59 b",12.58768533,489.45574678
"Kepler-14 b",12.73300000,2669.66000000
"Kepler-65 c",2.61000000,26.60000000
"K2-3 b",2.07800000,8.40000000
"HAT-P-27 b",11.43318000,195.78328000
"TOI-1333 b",15.64776400,753.25710000
"TOI-2322 c",1.87400000,18.10000000
"HATS-2 b",12.57647635,435.42491759
"TOI-4438 b",2.52000000,5.40000000
"HD 23472 c",1.87000000,3.41000000
"HAT-P-27 b",11.63490000,209.75900000
"HD 93963 A c",3.11976057,18.40000000
"TOI-1695 b",2.03000000,5.50000000
"WASP-166 b",7.06167000,32.10083000
"TRAPPIST-1 f",1.04500000,0.68000000
"WASP-165 b",14.12334000,209.13214000
"TOI-615 b",18.97680433,138.25535705
"HAT-P-49 b",17.82231000,699.22600000
"TOI-4010 c",5.93000000,20.31000000
"TOI-4329 b",16.81347105,143.02278315
"HAT-P-21 b",12.66614819,1344.41416161
"KOI-12 b",16.02887000,3178.30000000
"TOI-1235 b",1.69400000,5.90000000
"HAT-P-11 b",4.73000000,25.74300000
"TOI-1444 b",1.39700000,3.87000000
"LTT 3780 c",2.30000000,8.60000000
"HIP 116454 b",2.53000000,10.10000000
"Kepler-307 c",2.20000000,3.64000000
"Kepler-138 c",1.51000000,2.30000000
"K2-141 c",7.00000000,7.40000000
"Kepler-20 e",0.82100000,0.76000000
"WISEP J121756.91+162640.2 A b",10.46800000,6992.00000000
"CFHTWIR-Oph 98 b",20.84870410,2479.06157460
"Kepler-1704 b",11.94877343,1322.16617312
"HD 17156 b",12.32990000,1115.58330000
"Kepler-37 b",0.32000000,10.00000000
"HATS-22 b",10.68217700,870.85420000
"HAT-P-39 b",17.60933900,180.84527000
"TOI-4487 A b",14.60530185,397.28550875
"OGLE-TR-182 b",16.47723000,336.89980000
"CoRoT-3 b",11.13502060,6747.53090000
"Kepler-49 c",2.80000000,5.90000000
"CoRoT-8 b",6.38913000,69.28694000
"Kepler-11 f",2.60000000,1.70000000
"HATS-72 b",8.09738160,39.85588200
"HAT-P-31 b",11.99000000,689.98000000
"K2-110 b",2.59200000,16.70000000
"Kepler-139 c",2.45100000,23.25579681
"PH2 b",10.08810000,25426.40000000
"WASP-145 A b",10.08810000,282.86870000
"TOI-201 b",11.82547464,184.34047606
"CoRoT-11 b",15.98403400,743.72220000
"TOI-2589 b",12.10569916,1112.39942450
"Kepler-56 c",9.80000000,181.00000000
"Kepler-96 b",2.67000000,8.46000000
"Kepler-553 b",4.74139884,116.00736855
"TOI-561 d",2.82000000,13.20000000
"HD 219134 f",1.31000000,7.30000000
"K2-137 b",0.89000000,158.91500000
"Kepler-80 e",1.33000000,2.97000000
