pl_name,pl_rade,pl_bmasse
"TOI-1130 c",13.32000000,325.69000000
"TOI-2886 b",18.64053490,444.95976980
"V1298 Tau d",6.43395492,98.52680617
"LP 791-18 c",2.43800000,7.10000000
"LP 791-18 d",1.03200000,0.90000000
"TOI-411 c",2.32800000,9.72000000
"HD 22946 d",2.60700000,26.57000000
"TOI-1898 b",9.39553231,129.00000000
"TIC 257060897 b",17.26183028,201.50321004
"V1298 Tau c",5.08000000,4.70000000
"V1298 Tau d",6.53000000,6.00000000
"V1298 Tau e",10.17000000,15.30000000
"TOI-2134 c",7.23000000,57.20000000
"K2-290 c",11.32000000,246.00000000
"LP 791-18 c",2.48800000,7.16000000
"LP 791-18 d",1.03200000,0.91000000
"LHS 1903 e",1.73200000,5.79000000
"WASP-68 b",13.89916000,304.16331000
"K2-261 b",9.52763359,69.92224954
"Kepler-45 b",10.76000000,160.49700000
"HD 97658 b",2.35389000,8.88262703
"HD 106315 b",2.44000000,12.60000000
"HD 106315 c",4.35000000,15.20000000
"HD 97658 b",2.12000000,8.30000000
"AU Mic b",4.79000000,8.99000000
"WASP-189 b",18.14733975,632.47852993
"Gliese 12 b",0.95800000,3.87000000
"Gliese 12 b",0.90000000,10.00000000
"Gliese 12 b",0.93000000,0.95000000
"HAT-P-7 b",15.04300000,564.44200000
"HAT-P-7 b",16.42118500,571.77617000
"HAT-P-7 b",15.90557100,566.05523000
"HAT-P-7 b",16.71261900,534.59006000
"HAT-P-7 b",16.92559000,584.80720000
"HAT-P-7 b",15.27800000,564.44200000
"HAT-P-7 b",16.92559000,574.00098000
"HAT-P-7 b",16.90000000,584.80426888
"HAT-P-51 b",14.49323700,98.20947000
"HATS-29 b",13.46198582,206.58846455
"TOI-1130 b",3.56000000,19.28000000
"TOI-2669 b",19.72780603,193.87532827
"CoRoT-11 b",16.02887000,832.71460000
"K2-3 d",1.45800000,2.20000000
"WASP-60 b",9.63974000,160.50415000
"HAT-P-51 b",14.49323700,98.84513000
"WASP-29 b",8.87800000,77.54700000
"TOI-5734 b",2.10000000,9.10000000
"TRAPPIST-1 c",1.09500000,1.15600000
"HAT-P-24 b",13.92157800,229.79109000
"TOI-1246 c",2.51000000,8.80000000
"TOI-5301 b",13.52923970,1080.61658380
"K2-141 b",1.51000000,5.08000000
"HD 106315 b",2.40000000,10.50000000
"Kepler-41 b",9.55006800,156.69019000
"HD 106315 c",4.37900000,12.00000000
"K2-266 d",2.93000000,8.90000000
"55 Cnc e",2.00000000,8.63000000
"55 Cnc e",2.17300000,8.37000000
"HD 219134 b",1.60600000,4.33611990
"55 Cnc e",1.92000000,8.08000000
"WASP-98 b",12.82309600,293.03926000
"HAT-P-9 b",15.46842000,247.27174000
"K2-261 b",9.26982704,68.96876432
"TOI-3714 b",11.14172682,218.98377242
"TOI-1855 b",18.49481816,360.09958513
"HD 18599 b",2.60000000,24.10000000
"TOI-5882 b",11.83668362,7720.05200603
"HATS-9 b",11.93758500,261.57409000
"WASP-141 b",13.56289000,854.96270000
"TOI-5398 b",10.30000000,58.70000000
"HD 152843 c",5.83000000,27.50000000
"WASP-61 b",13.89900000,654.70200000
"TOI-4153 b",16.11851425,365.50266805
"HD 97658 b",2.34100000,7.86000000
"HD 97658 b",2.24700000,7.55000000
"HD 106315 c",4.98000000,14.60000000
"HD 118203 b",12.55405838,693.50158407
"K2-132 b",14.57170000,155.73670000
"Kepler-43 b",12.49803500,982.09470000
"HATS-3 b",15.47962900,349.61300000
"TOI-178 f",2.41700000,5.63000000
"HATS-31 b",18.38276000,279.69040000
"Kepler-10 c",2.35000000,17.20000000
"TOI-1136 g",2.53000000,12.20000000
"WASP-44 b",12.32990000,276.51210000
"TOI-1062 b",2.26500000,10.15000000
"Kepler-10 c",2.35500000,11.40000000
"TOI-6038 A b",6.41000000,78.50000000
"TOI-1347 b",1.81434694,12.20000000
"K2-39 b",5.71000000,39.80000000
"TOI-1736 b",2.44000000,12.80000000
"WASP-44 b",12.77800000,282.53900000
"55 Cnc e",1.91000000,8.08000000
"HD 219134 b",1.60200000,4.74000000
"HD 219134 c",1.51100000,4.36000000
"HAT-P-67 b",23.37076500,108.06220000
"55 Cnc e",1.89700000,7.74000000
"TOI-5076 b",3.48935569,16.14568308
"Kepler-18 d",6.00000000,14.90000000
"K2-3 b",2.14000000,8.10000000
"WASP-116 b",13.67495645,203.41018048
"Kepler-48 d",1.98000000,8.89085039
"HD 106315 b",2.25000000,10.10000000
"HD 97658 b",2.29300000,7.62000000
"K2-3 c",1.72000000,4.20000000
"TOI-1710 b",5.34000000,28.30000000
"TOI-640 b",19.27944680,181.16219199
"TOI-1437 b",2.24000000,9.60000000
"K2-3 d",1.65000000,1.80000000
"TOI-1272 b",4.13204907,27.00000000
"HATS-62 b",11.82549500,56.89157000
"Kepler-74 b",10.76000000,200.22000000
"HATS-68 b",13.80948800,410.00070000
"TOI-4504 c",11.09689089,1197.32317485
"WASP-57 b",10.26700000,213.57300000
"Kepler-426 b",12.22000000,108.06000000
"TOI-1749 d",2.52000000,15.00000000
"HD 136352 c",2.85700000,11.22000000
"HD 136352 d",2.50700000,8.66000000
"TOI-1518 b",21.05046575,581.62598481
"HAT-P-67 b",23.98721870,143.02278315
"TOI-640 b",19.85113900,279.69040000
"K2-291 b",1.58900000,6.49000000
"TOI-2346 b",16.11851425,394.10722468
"HAT-P-62 b",12.02723629,241.86741773
"TOI-1408 b",25.00000000,593.00000000
"TOI-1298 b",9.65807033,99.00000000
"TOI-1685 b",1.46800000,3.03000000
"Kepler-15 b",10.76000000,209.76000000
"TOI-1836 b",8.28055741,24.70000000
"CoRoT-12 b",16.14000000,291.43800000
"TOI-4507 b",8.20000000,20.00000000
"HAT-P-11 b",4.81987000,28.60470000
"K2-277 b",2.23000000,7.40000000
"HATS-1 b",14.59411800,556.20250000
"Kepler-25 c",4.62700000,24.06546146
"TOI-663 c",2.26000000,3.65000000
"TOI-1801 b",2.07900000,5.73800000
"K2-30 b",11.98242100,187.20187000
"HATS-3 b",15.48000000,340.38200000
"TOI-3568 b",5.30000000,26.40000000
"TOI-150.01",14.06729500,797.75330000
"Kepler-37 d",1.94000000,12.20000000
"WASP-73 b",15.91678000,908.99380000
"TOI-1836 c",2.59987579,8.00000000
"HD 77946 b",2.70500000,8.38000000
"HATS-61 b",13.39475500,1080.62200000
"CoRoT-13 b",14.03366800,416.99296000
"HR 858 c",1.97900000,3.80000000
"TOI-216.02",7.69000000,30.00000000
"TOI-1470 b",2.18000000,7.32000000
"HATS-3 b",11.09691000,174.80650000
"TOI-1518 b",21.01683881,731.00533610
"TOI-2145 b",11.98240037,1671.77742082
"55 Cnc e",1.94700000,8.59000000
"HAT-P-52 b",11.30988100,259.66711000
"WASP-124 b",14.98640720,183.38699084
"HD 25463 b",2.62000000,8.50000000
"WASP-149 b",15.24421375,314.96795134
"HIP 116454 b",2.46900000,9.70000000
"HD 183579 b",3.55000000,19.70000000
"WASP-183 b",16.47723000,159.55066000
"TOI-5349 b",10.20000000,127.40000000
"OGLE-TR-113 b",12.25100000,400.44900000
"TOI-1694 b",5.44000000,26.10000000
"TOI-1776 b",1.21612741,1.40000000
"TOI-2421 b",10.36830715,105.83685953
"HAT-P-36 b",14.16800000,582.24000000
"WASP-59 b",8.68696004,274.28591524
"CoRoT-20 b",13.00244000,1608.21980000
"TOI-6054.01",2.64000000,12.50000000
"Kepler-10 c",2.34000000,12.07050821
"WASP-190 b",12.89035000,317.83000000
"K2-261 b",9.50521563,67.69745069
"Wolf 327 b",1.24000000,2.53000000
"Kepler-10 b",1.46000000,4.60000000
"Kepler-450 b",6.08340000,19.40000000
"TOI-4137 b",13.57407563,457.67290608
"HIP 97166 b",2.74000000,20.00000000
"Kepler-25 c",5.20000000,24.60000000
"TOI-1246 b",3.01000000,8.10000000
"HAT-P-35 b",39.79195000,2390.08160000
"WASP-66 b",15.69260000,746.90050000
"WASP-173 A b",13.45077684,1172.78682183
"TOI-3629 b",8.29464572,82.63538582
"HATS-30 b",13.17057500,224.38798000
"TOI-561 c",2.91000000,5.39000000
"CoRoT-13 b",9.91996500,423.03173000
"TOI-4562 b",12.53000000,732.00000000
"K2-136 b",1.01400000,4.30000000
"TOI-5800 b",2.46000000,9.50000000
"TOI-1266 b",2.37000000,13.50000000
"KOI-94 e",6.11600000,8.09386174
"TOI-1422 b",3.83000000,9.50000000
"WASP-181 b",13.27145600,95.03117000
"HATS-18 b",14.98643300,629.30340000
"TOI-1736 b",3.05000000,11.90000000
"Kepler-40 b",16.14096000,686.51280000
"WASP-133 b",13.56289000,368.68280000
"KELT-15 b",19.50366000,416.35730000
"HATS-54 b",11.37711541,239.32479047
"WASP-84 b",10.72000000,220.00000000
"HAT-P-36 b",14.61653600,588.62116000
"HAT-P-29 b",12.40800000,247.26100000
"K2-199 c",2.67000000,12.60000000
"CoRoT-12 b",15.06489600,277.46559000
"K2-98 b",5.06645928,34.00763955
"WASP-150 b",11.99363000,2688.84180000
"TOI-1422 c",2.61000000,14.00000000
"TOI-561 b",1.37000000,2.24000000
"Kepler-10 b",1.47000000,3.24000000
"CoRoT-5 b",13.24903800,149.38010000
"HATS-71 b",11.47801600,117.59710000
"WASP-98 b",12.32990000,269.51984000
"Kepler-102 e",2.41400000,4.74192831
"WASP-193 b",14.78464554,35.59678158
"HATS-48 A b",8.96720000,77.23269000
"K2-261 b",9.52765000,70.87609000
"L 98-59 b",0.85000000,0.40000000
"L 98-59 c",1.38500000,2.22000000
"L 98-59 d",1.52100000,1.94000000
"L 98-59 d",1.58000000,2.31000000
"L 98-59 b",0.83700000,0.46000000
"L 98-59 b",0.88400000,0.32000000
"L 98-59 d",1.57600000,1.87000000
"Kepler-68 c",0.92700000,2.66952951
"Wolf 503 b",2.04300000,6.26000000
"HAT-P-61 b",10.07687365,335.94462620
"OGLE2-TR-L9 b",18.09132600,1379.38220000
"HATS-63 b",13.52926300,305.11680000
"WASP-12 b",20.40038000,416.35730000
"WASP-12 b",21.71183300,465.62095000
"TOI-1266 c",1.56000000,2.20000000
"TOI-763 c",2.63000000,9.32000000
"HATS-7 b",6.31066700,39.09309000
"WASP-59 b",8.68700000,274.27600000
"K2-98 b",4.30000000,32.20000000
"HAT-P-69 b",18.78628400,1137.83140000
"TOI-2443 b",2.36300000,4.80000000
"WASP-174 b",16.10730527,104.88337431
"TRAPPIST-1 d",0.78800000,0.38800000
"WTS-2 b",15.27786700,403.64410000
"TOI-3837 b",10.87271128,187.51876013
"HAT-P-50 b",14.43719200,431.93097000
"HATS-24 b",16.66778300,775.50520000
"Kepler-68 c",0.97900000,1.30000000
"K2-136 d",1.56500000,3.00000000
"TOI-1422 b",3.96000000,9.00000000
"HATS-38 b",6.88232600,23.51942000
"Kepler-10 b",1.47000000,3.72000000
"WASP-41 b",13.45080000,299.07803000
"HIP 9618 c",3.34000000,7.90000000
"HAT-P-55 b",14.84069045,189.42573057
"CoRoT-18 b",14.68000000,1102.82000000
"TOI-561 b",1.45000000,3.20000000
"MASCARA-4 b",16.98160576,532.36258173
"WASP-60 b",13.73102500,177.98480000
"WASP-84 b",10.93998400,218.34921000
"TOI-6303 b",11.59000000,2493.00000000
"TOI-1842 b",11.65733993,68.01527910
"HAT-P-29 b",13.11453000,279.69040000
"Kepler-102 b",0.47000000,4.30000000
"K2-260 b",18.41635529,546.66486004
"TRAPPIST-1 h",0.75500000,0.32600000
"TOI-559 b",12.22899794,1910.14872607
"K2-19 d",1.11000000,10.00000000
"TOI-4463 A b",13.26022417,252.35575516
"TOI-2406 b",2.86000000,15.60000000
"WASP-126 b",10.76064000,88.99240000
"TOI-6034 b",11.92000000,254.00000000
"Kepler-25 b",2.60000000,9.00000000
"K2-138 b",1.51000000,3.10000000
"TOI-561 b",1.39700000,2.02000000
"Kepler-323 c",1.57000000,6.80000000
"TOI-2567 b",10.92875618,63.88350981
"TRAPPIST-1 c",1.09700000,1.30800000
"WASP-61 b",15.80469000,851.78440000
"TOI-1246 d",3.51000000,5.30000000
"TOI-4201 b",13.67495645,788.21444936
"TOI-500 b",1.16600000,1.42000000
"WASP-170 b",12.28506400,508.52800000
"HD 25463 b",2.54535814,8.70000000
"TOI-762 A b",8.33948164,79.77493016
"WASP-20 b",14.34752000,120.13974000
"Kepler-44 b",13.90000000,324.17000000
"TOI-2018 b",2.26800000,9.20000000
"HATS-8 b",9.78545700,43.86054000
"LTT 1445 A c",1.07000000,1.37000000
"XO-5 b",12.43100000,336.56800000
"TOI-776 c",2.02000000,5.30000000
"TOI-4940 b",6.61000000,89.00000000
"TOI-5882 b",11.46678726,6995.40323807
"K2-19 c",4.86000000,25.60000000
"HAT-P-39 b",17.60900000,190.37200000
"HAT-P-44 b",13.92200000,111.87100000
"TOI-5232 b",12.77823800,743.71847238
"TRAPPIST-1 g",1.12900000,1.32100000
"K2-3 d",1.53000000,11.10000000
"K2-32 d",3.33000000,13.70000000
"TOI-1759 b",3.12029598,15.00000000
"NGTS-31 b",18.04645893,355.96781584
"WASP-180 A b",13.89916000,286.04700000
"TOI-1798.02",1.39939037,5.60000000
"TOI-1695 b",1.90000000,6.36000000
"NGTS-8 b",12.21781000,295.58190000
"K2-232 b",11.85912200,123.00021000
"TOI-1266 b",2.62000000,4.23000000
"HD 23472 b",1.87200000,17.92000000
"HD 15337 b",1.64000000,7.51000000
"HD 15337 c",2.39000000,8.11000000
"HD 15337 b",1.69900000,7.20000000
"WASP-76 b",20.51247000,292.40360000
"TOI-270 b",1.20600000,1.58000000
"TOI-270 c",2.35500000,6.15000000
"TOI-270 d",2.13300000,4.78000000
"WASP-71 b",16.36514000,706.21826000
"Kepler-450 d",0.94080000,17.60000000
"Qatar-9 b",11.30988100,378.21770000
"HIP 41378 d",3.54000000,4.60000000
"WASP-45 b",13.00200000,320.04100000
"TOI-5293 A b",11.90000000,170.40000000
"KOI-12 b",17.26186000,1690.85560000
"TOI-2184 b",11.39953337,206.58846455
"TOI-1439 b",4.24278610,38.50000000
"KOI-94 e",6.56000000,35.00000000
"HAT-P-37 b",13.79827900,378.21770000
"HAT-P-53 b",14.77346200,469.43491000
"TOI-2328 b",9.97599282,50.85254512
"Kepler-44 b",12.22000000,317.82000000
"NGTS-9 b",11.99363000,921.70700000
"TOI-6041 b",4.55000000,28.90000000
"KOI-94 c",3.86400000,6.20425926
"Kepler-447 b",18.49000000,435.41000000
"GJ 9827 d",2.07000000,5.20000000
"GJ 9827 d",2.04000000,2.35000000
"HD 89345 b",7.26343200,38.45743000
"WASP-23 b",10.78300000,280.95000000
"TOI-3894 b",15.15454191,279.68899816
"Kepler-107 c",1.59700000,9.39000000
"NGTS-4 b",3.18000000,20.60000000
"HD 260655 c",1.53300000,3.09000000
"TOI-905 b",13.12573900,211.99261000
"HAT-P-43 b",14.35900000,210.39500000
"TOI-1272 b",4.14000000,24.60000000
"TOI-1296 b",14.11645916,95.30000000
"GJ 3090 b",2.13000000,3.34000000
"TOI-421 c",5.09000000,16.42000000
"WASP-76 b",20.68056939,289.22385037
"HD 15337 b",1.77000000,6.51900000
"TOI-270 d",2.00000000,4.20000000
"TOI-270 b",1.30600000,1.48000000
"WASP-76 b",19.39153661,276.51071409
"WASP-31 b",17.37395000,152.55840000
"WASP-155 b",13.45077684,276.82854250
"Kepler-8 b",15.90557100,177.98480000
"TOI-776 b",1.85000000,4.00000000
"Kepler-8 b",15.47962900,187.51970000
"HAT-P-46 b",14.39200000,156.68400000
"TOI-6330 b",10.89000000,3179.00000000
"KELT-10 b",15.79345381,216.12331676
"HATS-77 b",13.05846252,436.69623122
"K2-30 b",11.64615100,184.02357000
"XO-6 b",23.20263000,1398.45200000
"HATS-53 b",15.02006000,189.10885000
"KELT-8 b",20.84874000,275.55861000
"HD 332231 b",9.07303305,74.10000000
"KELT-4 A b",19.04409100,286.68266000
"TOI-2088 b",3.68311790,37.00000000
"TRAPPIST-1 g",1.12700000,1.34000000
"K2-34 b",11.99363000,352.79130000
"GJ 9827 d",2.02200000,4.04000000
"TOI-125 b",2.72600000,9.50000000
"Qatar-4 b",12.72221500,1938.76300000
"TOI-2169 A b",12.50922246,329.58805806
"HATS-25 b",14.12334000,194.82979000
"K2-265 b",1.71000000,6.54000000
"TOI-1181 b",17.02644168,374.71969185
"TOI-6651 b",5.09000000,61.00000000
"Kepler-75 b",11.55000000,3146.40000000
"TOI-1246 e",3.78000000,14.80000000
"HAT-P-17 b",11.32100000,169.71000000
"HAT-P-17 b",11.76945000,184.34140000
"HAT-P-17 b",11.32109000,170.67471000
"HAT-P-17 b",11.37711541,177.34825111
"HAT-P-17 b",11.65733993,171.62733978
"HAT-P-45 b",15.98403400,273.33380000
"L 98-59 b",0.80000000,1.01000000
"K2-97 b",14.68379000,349.61300000
"TOI-1136 e",2.54567020,24.00000000
"WASP-168 b",16.81350000,133.48860000
"TOI-2158 b",10.76062147,260.61929374
"TOI-4603 b",11.67975789,4096.80816623
"TOI-776 c",2.04700000,6.90000000
"HATS-14 b",11.65736000,340.07810000
"K2-131 b",1.69000000,7.90000000
"TOI-1601 b",14.19902343,387.00000000
"TOI-561 c",2.87800000,5.40000000
"HATS-66 b",15.81589900,1694.03390000
"K2-285 b",2.59000000,9.68000000
"WASP-41 b",13.45100000,292.39100000
"TOI-5153 b",11.88151954,1036.12060682
"TOI-1052 b",2.87000000,16.90000000
"TOI-5205 b",11.60000000,343.00000000
"HATS-52 b",15.49083800,711.93920000
"K2-329 b",8.67576600,82.63580000
"HAT-P-33 b",18.89800000,242.17600000
"HAT-P-3 b",10.07689100,189.42668000
"TOI-521 b",1.98000000,5.30000000
"K2-19 b",7.00000000,32.40000000
"HAT-P-4 b",14.93000000,216.12000000
"NGTS-1 b",14.90797000,258.07796000
"K2-260 b",17.39636800,451.31860000
"OGLE-TR-113 b",12.21781000,419.53560000
"HAT-P-26 b",7.06167000,22.24810000
"TOI-1820 b",12.77823800,731.00533610
"TOI-6383 A b",11.29000000,331.00000000
"K2-3 c",1.69000000,3.30000000
"TOI-1467 b",1.67599550,9.00000000
"LTT 3780 b",1.35000000,2.34000000
"WASP-46 b",14.68400000,667.73300000
"TOI-1075 b",1.79100000,9.95000000
"WASP-106 b",12.16200000,611.79700000
"WASP-106 b",11.43318000,514.88460000
"WASP-106 b",12.16176500,606.73747000
"WASP-106 b",12.10569916,613.40882551
"WASP-106 b",12.32987877,635.65681400
"WASP-130 b",9.97601000,390.93090000
"WASP-130 b",10.98480109,397.28550875
"K2-287 b",9.49402300,100.11645000
"K2-287 b",9.33708092,101.70509024
"K2-287 b",9.86390302,98.52680617
"HD 89345 b",7.39794000,34.96130000
"TOI-1288 b",4.96846551,44.10000000
"TOI-2485 b",12.13932610,766.60211768
"L 98-59 c",1.34000000,2.42000000
"L 98-59 c",1.32900000,2.00000000
"L 98-59 c",1.35000000,2.42000000
"TOI-4406 b",11.20898070,95.34852210
"TOI-1235 b",1.69000000,6.69000000
"GJ 367 b",0.69900000,0.63300000
"TOI-2498 b",6.06000000,34.62000000
"TOI-1443 b",2.30381001,30.00000000
"TOI-942 b",4.24200000,16.00000000
"TOI-238 b",1.55900000,3.37000000
"WASP-13 b",15.56900000,151.59900000
"Kepler-43 b",13.00000000,994.77000000
"TOI-824 b",2.92600000,18.46700000
"HATS-76 b",12.09449018,835.57088200
"HD 152843 b",3.05000000,9.82000000
"K2-131 b",1.65100000,6.30000000
"HAT-P-55 b",13.24903800,184.34140000
"Kepler-102 c",0.56700000,1.70000000
"TOI-3160 A b",13.76462830,378.21580433
"TOI-3331 A b",12.97999965,721.47048389
"Kepler-41 b",14.46000000,177.98000000
"TOI-663 d",1.92000000,5.20000000
"Kepler-41 b",11.65736000,177.98480000
"TOI-561 d",2.72148317,11.00000000
"WASP-3 b",14.50000000,559.35700000
"TOI-178 b",1.15200000,1.50000000
"WASP-1 b",16.97042600,291.76794000
"HD 149026 b",7.33068600,114.10097000
"Kepler-94 b",3.51000000,10.84000000
"TOI-4201 b",12.69000000,825.00000000
"HD 110067 c",2.38800000,6.30000000
"WASP-124 b",13.89916000,190.69800000
"HD 20329 b",1.72000000,7.42000000
"WASP-193 b",16.40994774,44.17814857
"HD 135694 b",2.51000000,5.70000000
"Kepler-412 b",14.85200000,298.43000000
"TOI-1803 b",2.99000000,10.32000000
"TOI-1130 c",13.00000000,336.00000000
"KELT-4 A b",19.05526719,286.04556630
"WASP-184 b",14.90797000,181.16310000
"K2-180 b",2.13000000,9.40000000
"TOI-2120 b",2.12200000,6.80000000
"HD 23472 f",1.13700000,0.77000000
"HD 23472 e",0.81800000,0.72000000
"Kepler-177 b",3.50000000,5.84000000
"TOI-1173 b",9.19000000,27.40000000
"LHS 1140 b",1.73000000,5.60000000
"TOI-1278 b",12.21778896,5879.82552950
"TOI-1266 c",1.67300000,6.40000000
"NGTS-12 b",11.74703200,66.10864000
"LTT 1445 A b",1.30500000,2.87000000
"WASP-110 b",13.19297028,154.78243421
"Kepler-68 c",0.95300000,4.80000000
"K2-295 b",10.05447300,106.47305000
"Kepler-7 b",18.18099800,140.16303000
"TOI-178 d",2.57200000,3.01000000
"Kepler-25 c",4.50000000,1322.12000000
"TOI-5788 b",1.52800000,3.72000000
"TOI-5788 c",2.27200000,6.40000000
"GJ 3470 b",4.32000000,14.10000000
"Kepler-18 d",6.98000000,16.40000000
"WASP-22 b",12.98000000,186.87600000
"WASP-68 b",13.90000000,301.93000000
"TOI-954 b",9.55006800,55.30242000
"Kepler-93 b",1.47800000,4.66000000
"HAT-P-30 b",16.14096000,263.79890000
"HAT-P-34 b",13.41700000,1057.69400000
"HD 209458 b",15.91678000,217.71355000
"Qatar-5 b",12.40836300,1373.02560000
"K2-180 b",2.46597575,11.41003981
"HATS-70 b",15.51325600,4100.00700000
"TOI-2093 c",2.30000000,15.80000000
"Kepler-37 c",0.75000000,12.00000000
"HATS-11 b",16.66778300,263.79890000
"HIP 41378 e",4.92000000,12.00000000
"HATS-64 b",18.81991100,305.11680000
"TOI-5301 b",13.19297028,1160.07368555
"TOI-1221 b",2.91000000,1112.39942450
"WASP-39 b",14.23500000,88.98900000
"HAT-P-4 b",14.28000000,213.25500000
"CoRoT-4 b",13.34000000,228.83000000
"HIP 116454 b",2.46598000,12.71320000
"TrES-2 b",14.25800000,381.10000000
"WASP-48 b",18.71900000,311.46000000
"Kepler-12 b",18.99900000,136.97900000
"HAT-P-3 b",9.27000000,187.83000000
"WASP-62 b",15.58100000,181.15500000
"HAT-P-23 b",12.21781000,425.89220000
"HD 189733 b",12.66617000,359.14790000
"WASP-14 b",15.46842000,2809.61720000
"WASP-6 b",11.54527000,117.59710000
"WASP-33 b",17.93440000,371.86110000
"TOI-2524 b",11.20898070,203.41018048
"TOI-2025 b",12.52043144,1398.44499080
"TOI-669 b",2.58606487,10.00000000
"HD 110067 d",2.85200000,8.52000000
"TOI-5293 A b",10.98480109,158.91420350
"Kepler-18 b",1.80900000,12.75110304
"WASP-8 b",11.63500000,713.18000000
"XO-1 b",13.51805400,291.76794000
"KELT-17 b",17.09372500,416.35730000
"NGTS-13 b",12.80067800,1538.29720000
"Kepler-76 b",14.01000000,635.63000000
"HD 110067 b",2.20000000,5.69000000
"Kepler-289 d",3.03000000,5.33000000
"TOI-1260 d",3.12000000,11.84000000
"GJ 1252 b",1.19300000,2.09000000
"TOI-1174 b",2.50646540,32.00000000
"Kepler-68 c",1.00000000,7.20000000
"TRAPPIST-1 c",1.05600000,1.38000000
"HAT-P-22 b",11.88154000,696.68336000
"HAT-P-19 b",11.29865255,88.03846874
"HAT-P-20 b",9.71820300,2310.62410000
"HAT-P-20 b",9.75000000,2320.10000000
"WASP-32 b",13.33871000,1144.18800000
"WASP-32 b",10.76064000,835.89290000
"Qatar-1 b",13.04700000,346.42000000
"Qatar-1 b",12.80067800,410.95419000
"Qatar-1 b",13.22662000,419.85343000
"Kepler-37 b",0.29631048,3.17830000
"WASP-46 b",13.15936600,607.05530000
"HAT-P-1 b",13.92157800,169.08556000
"HAT-P-13 b",14.35900000,271.09800000
"KELT-2 A b",14.41470000,483.71700000
"WASP-26 b",14.35900000,326.71500000
"WASP-36 b",14.35872900,729.73768000
"XO-2 N b",11.42197100,189.10885000
"HAT-P-32 b",20.05290100,238.37250000
"Kepler-5 b",15.98403400,670.93913000
"GJ 1132 b",1.16000000,1.62000000
"WASP-14 b",18.30429700,2510.85700000
"XO-4 b",14.42598300,491.68301000
"HAT-P-30 b",16.46602100,232.96939000
"WASP-46 b",13.15936600,603.87700000
"HAT-P-32 b",20.13136400,273.33380000
"WASP-50 b",13.06969400,466.82870400
"WASP-35 b",14.79588000,222.79883000
"WASP-43 b",10.42400000,565.71400000
"WASP-50 b",13.67498000,524.41950000
"Qatar-2 b",14.05600000,792.63500000
"WASP-78 b",19.05500000,282.85700000
"WASP-78 b",21.63337000,352.79130000
"HAT-P-40 b",19.39200000,195.45700000
"HAT-P-41 b",22.97845000,378.21770000
"WASP-67 b",15.69300000,133.48300000
"WASP-67 b",15.69260000,133.48860000
"WASP-52 b",13.70860700,146.20180000
"WASP-77 A b",13.78704626,529.81995447
"WASP-64 b",14.24663900,388.07043000
"WASP-80 b",11.19779100,170.99254000
"KELT-3 b",15.07610500,469.75274000
"KELT-6 b",13.22662000,141.00000000
"KELT-6 b",11.43316031,139.84449908
"AU Mic c",3.24000000,13.60000000
"AU Mic c",2.79000000,14.46000000
"KELT-6 b",13.22662000,140.48086000
"WASP-95 b",13.56000000,359.13000000
"WASP-97 b",12.77826000,432.24880000
"WASP-101 b",15.80469000,157.96151000
"K2-32 c",3.01000000,12.10000000
"HAT-P-1 b",14.79588000,168.44990000
"TrES-1 b",11.96000300,221.52751000
"XO-1 b",13.51805400,290.17879000
"XO-1 b",13.51805400,293.67492000
"WASP-2 b",12.07209300,275.24078000
"WASP-2 b",11.69098700,269.20201000
"CoRoT-1 b",16.70000000,327.35000000
"XO-2 N b",11.01844700,179.89178000
"HAT-P-3 b",10.21139900,189.10885000
"HAT-P-3 b",9.97601000,190.38017000
"HAT-P-3 b",9.97601000,190.38017000
"K2-285 d",2.48000000,6.50000000
"HD 209458 b",15.70000000,219.29000000
"HD 209458 b",15.46842000,226.93062000
"TOI-7510 c",10.90633822,128.18019654
"HD 189733 b",12.75600000,363.58200000
"HD 189733 b",12.77826000,362.32620000
"HD 189733 b",13.63000000,369.30300000
"HD 189733 b",12.75584200,356.92309000
"HAT-P-5 b",14.03364384,336.89811142
"HAT-P-5 b",14.12000000,336.89000000
"WASP-3 b",15.91678000,772.32690000
"TrES-4 b",19.98561259,293.99127648
"L 98-59 c",1.35800000,2.22000000
"HAT-P-5 b",14.05608600,336.89980000
"WASP-7 b",14.90797000,305.11680000
"WASP-7 b",15.27786700,344.20989000
"WASP-8 b",11.20000000,699.20000000
"WASP-11 b",12.44199000,251.08570000
"L 98-59 d",1.62700000,1.64000000
"L 98-59 d",1.57000000,2.31000000
"WASP-13 b",17.12735200,162.72896000
"WASP-15 b",15.45721100,175.12433000
"WASP-15 b",15.80469000,171.62820000
"WASP-15 b",16.01000000,172.00000000
"HAT-P-12 b",10.74943100,66.23577200
"HAT-P-12 b",10.74900000,67.05900000
"HAT-P-13 b",16.66778300,287.95398000
"TOI-216.01",10.10000000,177.98390792
"TOI-6016 b",13.67495645,371.85923619
"Kepler-279 c",4.30000000,49.40000000
"TOI-1775 b",8.04728896,96.00000000
"TOI-2015 b",3.39000000,16.40000000
"TOI-4145 A b",13.30506009,136.66621501
"Kepler-74 b",10.76064000,191.96932000
"Kepler-25 c",5.21700000,15.20000000
"HATS-28 b",13.38354600,213.58176000
"TOI-912 b",1.93000000,5.10000000
"TOI-5398 c",3.52000000,11.80000000
"Kepler-102 c",0.58000000,3.00000000
"HAT-P-16 b",13.33868703,1332.65451055
